"ID","LEVEL","SCORE","KILLDEATH","WINRATIO","PLAYTIME","MOST1","tear","attack","defence","charge","support","group","heaven"
"¸·°­ÇÑ¿¤ÇÁ",260,1259,2.37,49,19,"Ana","bronze",0,0,0,1,"support","no"
"¾ó¾îºÙÀº°³",253,1259,2.11,54,18,"Hanzo","bronze",0,1,0,0,"defence","no"
"º£ÀÌºñÃ¢",282,1259,2.62,53,19,"McCree","bronze",1,0,0,0,"attack","no"
"»ïÆÈ»ç±âµ¿´ë",112,1259,1.04,45,20,"McCree","bronze",1,0,0,0,"attack","no"
"PrayMayer",489,1259,1.87,43,19,"D.Va","bronze",0,0,1,0,"charge","no"
"Assassin",424,1259,2.39,55,21,"Reaper","bronze",1,0,0,0,"attack","no"
"Æ®·ÑÇĞ°ú¼ö¼®",379,1259,2.03,47,25,"Genji","bronze",1,0,0,0,"attack","no"
"gollum",233,1259,1.95,55,32,"Tracer","bronze",1,0,0,0,"attack","no"
"Ã³À½¿£´Ù±×·¡",101,1259,2.81,52,33,"Junkrat","bronze",0,1,0,0,"defence","no"
"LegoHouse",164,1259,1.02,54,42,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"ÃÖÁøÇõ",217,1258,1.62,40,1,"Lucio","bronze",0,0,0,1,"support","no"
"·¹Äû¿¥",216,1258,2.14,56,1,"Lucio","bronze",0,0,0,1,"support","no"
"±è¼¼±Õ",192,1258,0.11,30,2,"Reaper","bronze",1,0,0,0,"attack","no"
"ºòÇÈÃÄ",168,1258,2.38,60,1,"Mercy","bronze",0,0,0,1,"support","no"
"superpen",100,1258,1.44,30,2,"Widowmaker","bronze",0,1,0,0,"defence","no"
"°â´ó°¡À»",81,1258,0.67,22,1,"Reinhardt","bronze",0,0,1,0,"charge","no"
"¾ŞÁÖ",308,1258,2.17,73,2,"Mercy","bronze",0,0,0,1,"support","no"
"¶Ë½Î´ÂÀº¼­",185,1258,2.7,55,1,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"¾ß¸°",119,1258,1.53,67,2,"Ana","bronze",0,0,0,1,"support","no"
"¿¢¹Ú½ºÅ×ÀÌ¼Ç",179,1258,2.38,50,2,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"DALON",122,1258,1.95,42,1,"Orisa","bronze",0,0,1,0,"charge","no"
"ÂĞÂĞ",191,1258,2.57,36,2,"Ana","bronze",0,0,0,1,"support","no"
"Ã¬ÀÌ",149,1258,1.7,31,2,"Mercy","bronze",0,0,0,1,"support","no"
"¾Æ¹«¶ó¼Ò´Ù",71,1258,5.12,91,1,"Reaper","bronze",1,0,0,0,"attack","no"
"ÃÑÃÑÀÌ",373,1258,2.27,43,3,"McCree","bronze",1,0,0,0,"attack","no"
"·ù·ù",218,1258,2.55,43,2,"D.Va","bronze",0,0,1,0,"charge","no"
"À¯·É",352,1258,2.24,31,2,"Ana","bronze",0,0,0,1,"support","no"
"°ø´ë¿¡ÀÌ½º",311,1258,1.13,31,2,"Reinhardt","bronze",0,0,1,0,"charge","no"
"ÁØ¿ö¸®",209,1258,1.15,47,2,"Genji","bronze",1,0,0,0,"attack","no"
"¾ûÅ­ÇÑ¿ÀÂ¡¾î",208,1258,1.62,44,2,"McCree","bronze",1,0,0,0,"attack","no"
"¼­¿­1À§",66,1258,1.51,19,3,"Zarya","bronze",0,0,1,0,"charge","no"
"¹ãÇÏ´Ã",227,1258,2.95,61,3,"Zarya","bronze",0,0,1,0,"charge","no"
"·ê·ç³­³ª",204,1258,1.94,41,3,"Bastion","bronze",0,1,0,0,"defence","no"
"ÃÊº½",138,1258,2.01,56,3,"D.Va","bronze",0,0,1,0,"charge","no"
"producer",264,1258,2.27,41,4,"Pharah","bronze",1,0,0,0,"attack","no"
"ÁÖ¸Ô",110,1258,2.7,57,4,"D.Va","bronze",0,0,1,0,"charge","no"
"Kimdoyoon",163,1258,1.99,48,4,"Pharah","bronze",1,0,0,0,"attack","no"
"Å°Å±",155,1258,0.14,58,4,"Winston","bronze",0,0,1,0,"charge","no"
"Á¤¸»ÀßÇÏ¼Ì¾î¿ä",478,1258,1.8,50,4,"Symmetra","bronze",0,0,0,1,"support","no"
"BOBBY",372,1258,2.28,63,5,"Ana","bronze",0,0,0,1,"support","no"
"ÇÏ´Ã¸ğ·ç",187,1258,2.48,59,4,"Pharah","bronze",1,0,0,0,"attack","no"
"±èÁö¿ì»ç¶ûÇØ",142,1258,2.35,59,4,"Bastion","bronze",0,1,0,0,"defence","no"
"º¸¶÷»óÁ¶°¡ÀÔÇÒ²¬",352,1258,1.94,50,5,"Genji","bronze",1,0,0,0,"attack","no"
"vovo",196,1258,1.76,29,5,"Mercy","bronze",0,0,0,1,"support","no"
"È«¾ç",62,1258,1.29,48,5,"Mercy","bronze",0,0,0,1,"support","no"
"sword",46,1258,2.16,47,5,"Junkrat","bronze",0,1,0,0,"defence","no"
"À¶ÅĞ",304,1258,3.18,39,5,"Reinhardt","bronze",0,0,1,0,"charge","no"
"PreyMayer",224,1258,2.18,33,5,"McCree","bronze",1,0,0,0,"attack","no"
"°ñ¸°¹ÙÄû",104,1258,1.88,55,6,"Zarya","bronze",0,0,1,0,"charge","no"
"ÀÌ°ÅÇÒ²¨¾ß",198,1258,1.89,53,6,"Tracer","bronze",1,0,0,0,"attack","no"
"±èº½",105,1258,2.47,77,5,"D.Va","bronze",0,0,1,0,"charge","no"
"Ä­Å¹ÀÌ",130,1258,1.68,50,5,"Lucio","bronze",0,0,0,1,"support","no"
"U72577",89,1258,2.35,43,6,"D.Va","bronze",0,0,1,0,"charge","no"
"ºóÂ¯",181,1258,1.15,50,6,"Tracer","bronze",1,0,0,0,"attack","no"
"ÅüÅüÀÌ",152,1258,0.57,34,6,"McCree","bronze",1,0,0,0,"attack","no"
"ÀÚ¸®¾ß",143,1258,2.56,69,6,"Genji","bronze",1,0,0,0,"attack","no"
"¼½½Ã°í¸±¶ó",71,1258,1.6,36,6,"Lucio","bronze",0,0,0,1,"support","no"
"ÆŞ½ºÆøÅº",57,1258,1.48,34,6,"Lucio","bronze",0,0,0,1,"support","no"
"¿ìÀå»ê¿À¸®",188,1258,2.47,45,8,"D.Va","bronze",0,0,1,0,"charge","no"
"N3GaT1VE",82,1258,2.14,45,6,"Junkrat","bronze",0,1,0,0,"defence","no"
"Áê´Ï",177,1258,1.64,47,8,"D.Va","bronze",0,0,1,0,"charge","no"
"±Ş½Ä¼Ò",51,1258,1.24,41,7,"Genji","bronze",1,0,0,0,"attack","no"
"°ÔÀÓ°ÔÀÓ",90,1258,2.19,45,7,"Roadhog","bronze",0,0,1,0,"charge","no"
"ÀÌ¸§¾øÀ½",56,1258,1.69,44,8,"Reinhardt","bronze",0,0,1,0,"charge","no"
"¹ÌÄ£¸¶¹ı»ç",179,1258,1.44,42,9,"Lucio","bronze",0,0,0,1,"support","no"
"°áÀÌ",105,1258,1.77,46,9,"Ana","bronze",0,0,0,1,"support","no"
"ÇìÀÌÁî",310,1258,2.42,54,11,"Lucio","bronze",0,0,0,1,"support","no"
"¿À·Î¶ó°øÁÖ¿ì´Ô",372,1258,1.05,40,14,"D.Va","bronze",0,0,1,0,"charge","no"
"Galaxy",257,1258,2.15,51,15,"Reinhardt","bronze",0,0,1,0,"charge","no"
"ÄÚÄ«Äİ¶ó",148,1258,2.65,44,17,"D.Va","bronze",0,0,1,0,"charge","no"
"²ó²ó",130,1258,2.01,41,16,"Widowmaker","bronze",0,1,0,0,"defence","no"
"kevab74",114,1258,1.81,40,16,"McCree","bronze",1,0,0,0,"attack","no"
"À¯ÀÏ½ÅÇöÃ¢°«",449,1258,2.16,42,19,"Ana","bronze",0,0,0,1,"support","no"
"»ìÀÎ¸¶",144,1258,2.21,42,19,"McCree","bronze",1,0,0,0,"attack","no"
"Luffy",317,1258,1.86,48,24,"Mercy","bronze",0,0,0,1,"support","no"
"kazumi",69,1258,1.54,40,40,"Mercy","bronze",0,0,0,1,"support","no"
"hyun0512",292,1257,2.53,56,1,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"¹è¿îº¯ÅÂ",168,1257,1.3,20,1,"Reinhardt","bronze",0,0,1,0,"charge","no"
"±è¼öÇö",149,1257,2.04,44,2,"Roadhog","bronze",0,0,1,0,"charge","no"
"gist",142,1257,2.19,56,1,"Mercy","bronze",0,0,0,1,"support","no"
"·ÎµåÈ£±×",107,1257,3.06,40,1,"McCree","bronze",1,0,0,0,"attack","no"
"Ansandus",266,1257,1.19,18,1,"Lucio","bronze",0,0,0,1,"support","no"
"WASSUP",238,1257,3.28,82,1,"McCree","bronze",1,0,0,0,"attack","no"
"Master",208,1257,2.36,45,2,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"¿ì¿îÁö",147,1257,1.35,55,1,"Pharah","bronze",1,0,0,0,"attack","no"
"QUASAR",64,1257,1.37,45,1,"Winston","bronze",0,0,1,0,"charge","no"
"Á¤¹«´Ãº¸",140,1257,2.31,50,2,"Mercy","bronze",0,0,0,1,"support","no"
"ZAKSAL",136,1257,2.18,58,2,"Hanzo","bronze",0,1,0,0,"defence","no"
"¸í¿Õ",262,1257,4.12,75,2,"Junkrat","bronze",0,1,0,0,"defence","no"
"Å¬¶ó½º¿¡Áö¸²",138,1257,1.37,23,2,"Genji","bronze",1,0,0,0,"attack","no"
"AceTeaO",176,1257,1.87,43,2,"Reinhardt","bronze",0,0,1,0,"charge","no"
"°øÂ¯",163,1257,2.46,43,2,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"È£¹«¾Æ¸óµåÀã",157,1257,0.95,36,2,"Mercy","bronze",0,0,0,1,"support","no"
"gkdlfndn",67,1257,2,79,2,"Reinhardt","bronze",0,0,1,0,"charge","no"
"presia",213,1257,2.65,47,2,"Reaper","bronze",1,0,0,0,"attack","no"
"ÂŞ´Ïº¼",476,1257,1.96,44,2,"Mercy","bronze",0,0,0,1,"support","no"
"¿µ¹Î¹Ì³ª",178,1257,1.39,44,2,"Orisa","bronze",0,0,1,0,"charge","no"
"Èæ·æ",140,1257,1.27,44,2,"Zarya","bronze",0,0,1,0,"charge","no"
"µ¿¸¸",102,1257,3.17,63,2,"Mercy","bronze",0,0,0,1,"support","no"
"MATTHEW",182,1257,1.77,24,3,"D.Va","bronze",0,0,1,0,"charge","no"
"maee",88,1257,4.01,71,2,"D.Va","bronze",0,0,1,0,"charge","no"
"¾ÆÀÌÀÌ¾î¾î¿À",68,1257,2.87,47,2,"Reinhardt","bronze",0,0,1,0,"charge","no"
"GIRAFFE",221,1257,1.92,32,3,"D.Va","bronze",0,0,1,0,"charge","no"
"UNNANAMEDS",171,1257,1.87,63,2,"Junkrat","bronze",0,1,0,0,"defence","no"
"´ë°Ô",106,1257,1.49,33,2,"Junkrat","bronze",0,1,0,0,"defence","no"
"µµ¹è±º",69,1257,1.69,39,3,"Genji","bronze",1,0,0,0,"attack","no"
"¿À½ÂÈñ",58,1257,1.01,53,3,"Pharah","bronze",1,0,0,0,"attack","no"
"½¬¸²ÇÁÇÖÄ¡Å²°ñµå",127,1257,1.98,19,3,"Pharah","bronze",1,0,0,0,"attack","no"
"¹İ´Ï",83,1257,3.41,60,3,"Mercy","bronze",0,0,0,1,"support","no"
"Jamong",81,1257,1.93,38,3,"D.Va","bronze",0,0,1,0,"charge","no"
"ÆÄ¶óÀåÀÎ",46,1257,1.1,33,3,"Reinhardt","bronze",0,0,1,0,"charge","no"
"¼öÈ­Æó¿ù",178,1257,1.6,46,3,"Lucio","bronze",0,0,0,1,"support","no"
"Sloane",150,1257,1.19,27,4,"Genji","bronze",1,0,0,0,"attack","no"
"Esteban",419,1257,2.05,50,4,"D.Va","bronze",0,0,1,0,"charge","no"
"GENJI",126,1257,1.76,48,5,"Genji","bronze",1,0,0,0,"attack","no"
"±è¼Ö",85,1257,1.48,37,4,"Mei","bronze",0,1,0,0,"defence","no"
"Åä²¤",104,1257,1.88,48,4,"Junkrat","bronze",0,1,0,0,"defence","no"
"°ÕÁö",250,1257,1.84,48,5,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"¾¾ÆşÈ÷¹ã",369,1257,1.44,56,6,"McCree","bronze",1,0,0,0,"attack","no"
"ÁöÀÎÈÄÀå",229,1257,1.72,50,6,"McCree","bronze",1,0,0,0,"attack","no"
"ÀüÁöÇö",196,1257,1.79,48,6,"Mercy","bronze",0,0,0,1,"support","no"
"¼Å´Ï",176,1257,2.52,54,5,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"µ¶°í",125,1257,1.47,38,6,"Zarya","bronze",0,0,1,0,"charge","no"
"selfbuffer",268,1257,0.63,48,7,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"kimjunhee",176,1257,2.43,45,8,"Mei","bronze",0,1,0,0,"defence","no"
"¹Îµğ¹Ù",92,1257,0.73,59,7,"Junkrat","bronze",0,1,0,0,"defence","no"
"°í±Ş½Ã°è",130,1257,2.04,44,8,"Genji","bronze",1,0,0,0,"attack","no"
"³ª´Ù",146,1257,2.18,55,8,"Lucio","bronze",0,0,0,1,"support","no"
"¾Æ³ª·Á´Ï",68,1257,2.07,35,8,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"±×¸²ÀÚÆøÇ³",77,1257,1.71,46,9,"Reinhardt","bronze",0,0,1,0,"charge","no"
"jjangs",121,1257,1.91,46,10,"Junkrat","bronze",0,1,0,0,"defence","no"
"third333",168,1257,2.13,57,10,"Lucio","bronze",0,0,0,1,"support","no"
"¾ö¸¶",58,1257,0.01,43,10,"D.Va","bronze",0,0,1,0,"charge","no"
"kass",266,1257,2.43,50,11,"Mercy","bronze",0,0,0,1,"support","no"
"²¿¸¶ÀÚ°´",158,1257,1.79,48,12,"Ana","bronze",0,0,0,1,"support","no"
"²¿¸¶ÀÚ°´",158,1257,1.79,48,12,"Zarya","bronze",0,0,1,0,"charge","no"
"SsideM",272,1257,3.93,57,13,"Mercy","bronze",0,0,0,1,"support","no"
"¸ŞÀÌÄÚÆĞ½º",456,1257,1.75,54,18,"Mercy","bronze",0,0,0,1,"support","no"
"JAMTUBE",201,1257,1.71,52,31,"Hanzo","bronze",0,1,0,0,"defence","no"
"½É¹«·è",318,1257,0.91,54,30,"Winston","bronze",0,0,1,0,"charge","no"
"´ÚÅÍÆäÆÛ",584,1257,2.02,46,44,"Tracer","bronze",1,0,0,0,"attack","no"
"ÀÓ³ª¿¬",210,1257,2.38,40,64,"Zenyatta","bronze",0,0,0,1,"support","no"
"µÎÅë¿£°Ôº¸¸°",346,1256,2.57,50,2,"Tracer","bronze",1,0,0,0,"attack","no"
"HalfMoon",205,1256,4.27,80,2,"Pharah","bronze",1,0,0,0,"attack","no"
"¿¤¹ÙÀÌ",203,1256,1.62,60,1,"Genji","bronze",1,0,0,0,"attack","no"
"¾óÂ¯±ôµÕÀÌ",159,1256,1.94,56,1,"Reinhardt","bronze",0,0,1,0,"charge","no"
"¿îÁÁÀº¿Ã»©¹Ì",148,1256,0.9,30,1,"Lucio","bronze",0,0,0,1,"support","no"
"Luna",94,1256,4.73,50,1,"Ana","bronze",0,0,0,1,"support","no"
"¾î¹«ÀÌ",66,1256,3.16,70,1,"D.Va","bronze",0,0,1,0,"charge","no"
"½ãºñ´Ï",243,1256,1.46,27,1,"Junkrat","bronze",0,1,0,0,"defence","no"
"°Å´ëÇÏ´Ù",227,1256,1.1,30,1,"Junkrat","bronze",0,1,0,0,"defence","no"
"µµ¶ó¿¡¸ù",131,1256,0.81,64,1,"Lucio","bronze",0,0,0,1,"support","no"
"ÆøÅºÀÌ´Ù¹¶ÃÄ",168,1256,1.93,75,2,"Genji","bronze",1,0,0,0,"attack","no"
"½Åµ¿ÁØ",159,1256,1.73,58,1,"Genji","bronze",1,0,0,0,"attack","no"
"½ÇÈ­³Ä",134,1256,1.63,42,1,"Lucio","bronze",0,0,0,1,"support","no"
"ÇÑÁ¶",77,1256,2.32,42,1,"Reaper","bronze",1,0,0,0,"attack","no"
"ÁöÅ©ÇÏÆ®",127,1256,1.32,54,2,"McCree","bronze",1,0,0,0,"attack","no"
"Áß±ÈÀÌ",74,1256,3.45,62,2,"Reaper","bronze",1,0,0,0,"attack","no"
"°ïÀß·¹½º",151,1256,1.66,29,1,"Reinhardt","bronze",0,0,1,0,"charge","no"
"À¯¸°ÇÃ·¡±×",168,1256,1.19,23,2,"Ana","bronze",0,0,0,1,"support","no"
"¸²¿å",144,1256,1.27,60,2,"D.Va","bronze",0,0,1,0,"charge","no"
"Èïºí¸®",273,1256,0.67,63,2,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"lol",183,1256,2.12,29,3,"Genji","bronze",1,0,0,0,"attack","no"
"°£Ã¸½Å°í111",410,1256,2.33,50,3,"Winston","bronze",0,0,1,0,"charge","no"
"½Ì½ÌÇÑ³ì¸»",231,1256,1.35,35,3,"McCree","bronze",1,0,0,0,"attack","no"
"½º´Ô",71,1256,3.73,35,3,"Mercy","bronze",0,0,0,1,"support","no"
"°æ³²¼ı°³",401,1256,1.52,33,3,"Genji","bronze",1,0,0,0,"attack","no"
"º¸ÂôÀÌ",44,1256,1.25,14,3,"Genji","bronze",1,0,0,0,"attack","no"
"´ëÀåÀÌ¶óºÒ·¯¶ó",188,1256,1.71,43,4,"Ana","bronze",0,0,0,1,"support","no"
"ÀÓÁş¹ö",204,1256,1.64,35,4,"Junkrat","bronze",0,1,0,0,"defence","no"
"BT160718",132,1256,1.53,63,4,"Pharah","bronze",1,0,0,0,"attack","no"
"±Ç°¡À»",111,1256,1.57,50,4,"Reinhardt","bronze",0,0,1,0,"charge","no"
"³­¸ÛÃ»ÀÌ",80,1256,1.03,50,4,"Widowmaker","bronze",0,1,0,0,"defence","no"
"¸·¸Ô´Â°õÅÊÀÌ",151,1256,2.2,33,4,"Reinhardt","bronze",0,0,1,0,"charge","no"
"MINIGUN",135,1256,2.57,50,4,"Zarya","bronze",0,0,1,0,"charge","no"
"¿©¼Ö",371,1256,0.77,42,4,"Pharah","bronze",1,0,0,0,"attack","no"
"¸ğ±â",168,1256,2.23,43,5,"Reinhardt","bronze",0,0,1,0,"charge","no"
"¼û°ÜÁø¿ÀÂ¡¾î",302,1256,1.97,45,5,"Orisa","bronze",0,0,1,0,"charge","no"
"°íÀÎ´ëÃàÁ¦",231,1256,2.42,43,5,"McCree","bronze",1,0,0,0,"attack","no"
"ÀÎÀ§",130,1256,1.78,24,6,"Zarya","bronze",0,0,1,0,"charge","no"
"½º³Àµå·¡°ï",286,1256,1.78,58,5,"Lucio","bronze",0,0,0,1,"support","no"
"TTTTT",240,1256,0.97,19,5,"Ana","bronze",0,0,0,1,"support","no"
"ÀüÅõ°³±¸¸®",61,1256,1.99,42,6,"D.Va","bronze",0,0,1,0,"charge","no"
"SHINYUNGMAN",151,1256,2.82,47,6,"Junkrat","bronze",0,1,0,0,"defence","no"
"hojun17",371,1256,1.78,53,6,"Roadhog","bronze",0,0,1,0,"charge","no"
"LLLLLLLLIIII",294,1256,2.1,39,5,"D.Va","bronze",0,0,1,0,"charge","no"
"Deathmask",211,1256,1.99,38,6,"Hanzo","bronze",0,1,0,0,"defence","no"
"¹ß¾Ï¹°Áú1È£",167,1256,2.07,49,7,"Lucio","bronze",0,0,0,1,"support","no"
"ÀÀ³ÊÄ®",126,1256,1.93,49,7,"Lucio","bronze",0,0,0,1,"support","no"
"CodeNameHan",68,1256,2.27,50,7,"Pharah","bronze",1,0,0,0,"attack","no"
"ÀÌ½ÂÈ£",224,1256,1.04,42,7,"Ana","bronze",0,0,0,1,"support","no"
"´ëÇÑ¹Î±¹¸¸¼¼",183,1256,3.5,58,7,"McCree","bronze",1,0,0,0,"attack","no"
"ÀÔÃâ½Ä",351,1256,2.2,55,8,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"µå·Ï¹ÙÀÇºĞ³ë",287,1256,1.32,38,8,"Mei","bronze",0,1,0,0,"defence","no"
"´ÙÅ©",186,1256,2.27,49,8,"Lucio","bronze",0,0,0,1,"support","no"
"¸¶¹ıÀÌ",248,1256,2.22,51,9,"Lucio","bronze",0,0,0,1,"support","no"
"È£³¯µÎ",496,1256,2.34,47,8,"Lucio","bronze",0,0,0,1,"support","no"
"´ÙÅ©ÄÉÀÌÅ©",221,1256,2,33,9,"Ana","bronze",0,0,0,1,"support","no"
"qkdlqkdl",105,1256,1.72,30,8,"Reinhardt","bronze",0,0,1,0,"charge","no"
"creaper",339,1256,2.38,51,9,"D.Va","bronze",0,0,1,0,"charge","no"
"lim",48,1256,3.02,40,9,"Hanzo","bronze",0,1,0,0,"defence","no"
"½Î¿ò´ß",354,1256,2.45,57,10,"McCree","bronze",1,0,0,0,"attack","no"
"ÀÎÁ¤Ãæ",154,1256,2.21,39,12,"Mercy","bronze",0,0,0,1,"support","no"
"µ¿ÇÑ°­",406,1256,2.01,37,13,"Reinhardt","bronze",0,0,1,0,"charge","no"
"¸¶ºí¸µ",283,1256,2.53,62,13,"Mercy","bronze",0,0,0,1,"support","no"
"Àåº»ÁÂ",119,1256,2.93,49,13,"Zarya","bronze",0,0,1,0,"charge","no"
"½ÂÂ«ÀÌÀü±â¹ìÀå¾î",300,1256,2.16,54,15,"Hanzo","bronze",0,1,0,0,"defence","no"
"±èº´Àå",156,1256,1.74,40,14,"Mercy","bronze",0,0,0,1,"support","no"
"ÅÂºÀÀÌ123",122,1256,2.11,52,17,"Genji","bronze",1,0,0,0,"attack","no"
"¿©¸®¿©¸®",144,1256,1.76,53,20,"Mercy","bronze",0,0,0,1,"support","no"
"¿ìÀ¯",95,1256,2.09,47,20,"Genji","bronze",1,0,0,0,"attack","no"
"ÇØ¸®Æ÷ÅÍ",692,1256,1.67,44,23,"Roadhog","bronze",0,0,1,0,"charge","no"
"´Ï¶Ò¹è±âÇÑ±×¸©",160,1256,1.6,43,25,"D.Va","bronze",0,0,1,0,"charge","no"
"¼ÛÈñ¹Ù¶ó±â",149,1256,1.28,46,26,"Lucio","bronze",0,0,0,1,"support","no"
"TeDOS",448,1256,1.17,41,54,"Reaper","bronze",1,0,0,0,"attack","no"
"SilentStorm",58,1255,2.54,78,1,"Ana","bronze",0,0,0,1,"support","no"
"¿ç¸®¿ç¸®¹Ì",531,1255,2.22,56,1,"Mercy","bronze",0,0,0,1,"support","no"
"¾ÆÀÌÀ¯",419,1255,1.64,56,1,"Genji","bronze",1,0,0,0,"attack","no"
"Believe",179,1255,2.65,70,1,"Roadhog","bronze",0,0,1,0,"charge","no"
"Åõ¸ÓÄ¡ÅäÄ¿",134,1255,0.97,40,1,"D.Va","bronze",0,0,1,0,"charge","no"
"NDE",132,1255,1.88,50,1,"Junkrat","bronze",0,1,0,0,"defence","no"
"¸®¸â¹ö",86,1255,1.43,70,1,"McCree","bronze",1,0,0,0,"attack","no"
"À¶²Ù",61,1255,2.94,36,2,"Mercy","bronze",0,0,0,1,"support","no"
"ÃÊÂ¥¹Ù¸®",241,1255,2.36,58,1,"Hanzo","bronze",0,1,0,0,"defence","no"
"¶°ÀúÀÌ",233,1255,1.32,8,2,"Genji","bronze",1,0,0,0,"attack","no"
"ÇØ³ª±×",160,1255,1.37,33,1,"Zarya","bronze",0,0,1,0,"charge","no"
"owen",60,1255,2.73,75,1,"Zarya","bronze",0,0,1,0,"charge","no"
"Á¤¿¬",271,1255,4.19,58,1,"Lucio","bronze",0,0,0,1,"support","no"
"À¯È¯",217,1255,1.58,54,2,"Lucio","bronze",0,0,0,1,"support","no"
"±èÃ·ÁöÀÇ¸ŞÁÖÄá",141,1255,0.75,15,2,"Junkrat","bronze",0,1,0,0,"defence","no"
"WhaleWhale",105,1255,1.86,62,2,"D.Va","bronze",0,0,1,0,"charge","no"
"½Å±æµ¿¸Å¿îÂ«»Í",103,1255,2.04,46,2,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"doduk",75,1255,1.58,25,2,"Torbjorn","bronze",0,1,0,0,"defence","no"
"ºí·ç¹èÆ¼",58,1255,1.54,50,2,"Roadhog","bronze",0,0,1,0,"charge","no"
"ÀÌ»¡¿äÁ¤",114,1255,2.07,43,3,"Mercy","bronze",0,0,0,1,"support","no"
"ºí·ç¹èÆ¼",58,1255,1.58,25,2,"Mercy","bronze",0,0,0,1,"support","no"
"ÀÌ»¡¿äÁ¤",114,1255,1.54,50,2,"Mercy","bronze",0,0,0,1,"support","no"
"µş±â¿ìÀ¯",68,1255,2.07,43,3,"Ana","bronze",0,0,0,1,"support","no"
"OVERWHTCH",106,1255,3.37,71,2,"Reinhardt","bronze",0,0,1,0,"charge","no"
"NoNstop",140,1255,2.13,27,2,"Junkrat","bronze",0,1,0,0,"defence","no"
"¹Î¼­",39,1255,1.37,25,2,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"PooHoo",105,1255,1.83,27,2,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"¶ß°Å¿î´Á´ë",51,1255,2.03,35,3,"Lucio","bronze",0,0,0,1,"support","no"
"¸ğÅÂ¼Ö·Î",324,1255,1.36,25,2,"Mercy","bronze",0,0,0,1,"support","no"
"¹ÌÁöÀÇ¼¶¾²¸®¼¶",222,1255,1.99,42,3,"Mercy","bronze",0,0,0,1,"support","no"
"²·³©²·³©",220,1255,2.15,44,3,"Widowmaker","bronze",0,1,0,0,"defence","no"
"BBOY",241,1255,2.54,37,3,"Ana","bronze",0,0,0,1,"support","no"
"¹®ÇÑ·®",202,1255,2.22,53,3,"Reinhardt","bronze",0,0,1,0,"charge","no"
"sinburm",88,1255,2.65,70,3,"Doomfist","bronze",1,0,0,0,"attack","no"
"Á¦ÀÌ",395,1255,1.42,35,3,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"ice16",117,1255,2.31,43,4,"Junkrat","bronze",0,1,0,0,"defence","no"
"¿ì¿Í¿Õ",246,1255,1.57,30,3,"Reaper","bronze",1,0,0,0,"attack","no"
"¸á·Ğ",180,1255,1.43,29,4,"Mercy","bronze",0,0,0,1,"support","no"
"±Ã½Ã··±Ã½Ã··",115,1255,2.34,39,4,"Mercy","bronze",0,0,0,1,"support","no"
"S2X2",109,1255,1.78,48,4,"Zarya","bronze",0,0,1,0,"charge","no"
"¾ç²É",95,1255,2.4,45,3,"Mercy","bronze",0,0,0,1,"support","no"
"È£Åë´ÙÇö",204,1255,1.36,48,3,"Roadhog","bronze",0,0,1,0,"charge","no"
"HEXA",165,1255,1.45,38,4,"D.Va","bronze",0,0,1,0,"charge","no"
"ÀÓÆÀÀå´Ô",123,1255,2.46,63,3,"Mercy","bronze",0,0,0,1,"support","no"
"¹Ù³ª³ª",54,1255,1.38,42,4,"D.Va","bronze",0,0,1,0,"charge","no"
"½´ÇÃ·º½º",321,1255,0.77,28,4,"Winston","bronze",0,0,1,0,"charge","no"
"ÀÀ±Ş",225,1255,2.2,41,4,"Soldier: 76","bronze",1,0,0,0,"attack","no"
"Ãµ»çµÕÀÌ",391,1255,3.04,68,4,"Lucio","bronze",0,0,0,1,"support","no"
"ÆùÁöÂ¯",194,1255,2,59,5,"Ana","bronze",0,0,0,1,"support","no"
"KimPure",220,1255,1.71,61,5,"Ana","bronze",0,0,0,1,"support","no"
"Slnxdx",198,1255,1.93,45,5,"Reinhardt","bronze",0,0,1,0,"charge","no"
"ÆĞÀÛÇÏ´Â¹Î¼ö",120,1255,1.29,23,6,"D.Va","bronze",0,0,1,0,"charge","no"
"Ç¥Àû",271,1255,1.58,34,5,"Ana","bronze",0,0,0,1,"support","no"
"ÄÌºó",239,1255,1.76,56,4,"Genji","bronze",1,0,0,0,"attack","no"
"FBSGAME",64,1255,2.08,52,5,"Ana","bronze",0,0,0,1,"support","no"
"½É¼úÀïÀÌ¹ÙÁö",133,1255,1.18,41,6,"Roadhog","bronze",0,0,1,0,"charge","no"
